"","Date","country","location","variable","value","dataSource","val.approx","USD_given","USD_interp"
"1555",2014-06-21,"Sierra Leone","BOMBALI",NA,NA,NA,1,0,302883
"1556",2014-06-21,"Sierra Leone","MOYAMBA",NA,NA,NA,1,0,302883
"1557",2014-06-21,"Sierra Leone","PORT LOKO",NA,NA,NA,1,0,302883
"1558",2014-06-21,"Sierra Leone","KENEMA",NA,NA,NA,1,0,302883
"1559",2014-06-21,"Sierra Leone","FREETOWN",NA,NA,NA,1,0,302883
"1560",2014-06-22,"Guinea","MACENTA",NA,NA,NA,1,0,4289396
"1561",2014-06-22,"Guinea","GUECKEDOU","CASES",15,"Patient database",15,0,4289396
"1562",2014-06-22,"Guinea","SIGUIRI",NA,NA,NA,1,0,4289396
"1563",2014-06-22,"Guinea","TELIMELE",NA,NA,NA,1,0,4289396
"1564",2014-06-22,"Guinea","KINDIA",NA,NA,NA,1,0,4289396
"1565",2014-06-22,"Guinea","DABOLA",NA,NA,NA,1,0,4289396
"1566",2014-06-22,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,4289396
"1567",2014-06-22,"Guinea","BOFFA","CASES",3,"Patient database",3,0,4289396
"1568",2014-06-22,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,4289396
"1569",2014-06-22,"Guinea","CONAKRY",NA,NA,NA,4,0,4289396
"1570",2014-06-22,"Guinea","KOUROUSSA",NA,NA,NA,1,0,4289396
"1571",2014-06-22,"Liberia","MONTSERRADO","CASES",5,"Patient database",5,0,426884
"1572",2014-06-22,"Liberia","LOFA","CASES",21,"Patient database",21,0,426884
"1573",2014-06-22,"Liberia","MARGIBI",NA,NA,NA,1,0,426884
"1574",2014-06-22,"Liberia","NIMBA",NA,NA,NA,2,0,426884
"1575",2014-06-22,"Sierra Leone","BO","CASES",2,"Patient database",2,0,302883
"1576",2014-06-22,"Sierra Leone","FREETOWN",NA,NA,NA,1,0,302883
"1577",2014-06-22,"Sierra Leone","PORT LOKO",NA,NA,NA,1,0,302883
"1578",2014-06-22,"Sierra Leone","KAILAHUN","CASES",38,"Patient database",38,0,302883
"1579",2014-06-22,"Sierra Leone","BOMBALI",NA,NA,NA,1,0,302883
"1580",2014-06-22,"Sierra Leone","KENEMA","CASES",20,"Patient database",20,0,302883
"1581",2014-06-22,"Sierra Leone","MOYAMBA",NA,NA,NA,1,0,302883
"1582",2014-06-23,"Guinea","KOUROUSSA",NA,NA,NA,1,0,4289396
"1583",2014-06-23,"Guinea","SIGUIRI",NA,NA,NA,1,0,4289396
"1584",2014-06-23,"Guinea","KINDIA",NA,NA,NA,1,0,4289396
"1585",2014-06-23,"Guinea","MACENTA",NA,NA,NA,1,0,4289396
"1586",2014-06-23,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,4289396
"1587",2014-06-23,"Guinea","TELIMELE",NA,NA,NA,1,0,4289396
"1588",2014-06-23,"Guinea","GUECKEDOU",NA,NA,NA,15,0,4289396
"1589",2014-06-23,"Guinea","CONAKRY",NA,NA,NA,4,0,4289396
"1590",2014-06-23,"Guinea","BOFFA",NA,NA,NA,3,0,4289396
"1591",2014-06-23,"Guinea","DABOLA",NA,NA,NA,1,0,4289396
"1592",2014-06-23,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,4289396
"1593",2014-06-23,"Liberia","MARGIBI",NA,NA,NA,1,0,426884
"1594",2014-06-23,"Liberia","NIMBA",NA,NA,NA,2,0,426884
"1595",2014-06-23,"Liberia","MONTSERRADO",NA,NA,NA,5,0,426884
"1596",2014-06-23,"Liberia","LOFA",NA,NA,NA,21,0,426884
"1597",2014-06-23,"Sierra Leone","BO",NA,NA,NA,2,0,302883
"1598",2014-06-23,"Sierra Leone","KAILAHUN",NA,NA,NA,38,0,302883
"1599",2014-06-23,"Sierra Leone","BOMBALI",NA,NA,NA,1,0,302883
"1600",2014-06-23,"Sierra Leone","KENEMA",NA,NA,NA,20,0,302883
"1601",2014-06-23,"Sierra Leone","PORT LOKO",NA,NA,NA,1,0,302883
"1602",2014-06-23,"Sierra Leone","MOYAMBA",NA,NA,NA,1,0,302883
"1603",2014-06-23,"Sierra Leone","FREETOWN",NA,NA,NA,1,0,302883
"1604",2014-06-24,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,4289396
"1605",2014-06-24,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,4289396
"1606",2014-06-24,"Guinea","KOUROUSSA",NA,NA,NA,1,0,4289396
"1607",2014-06-24,"Guinea","CONAKRY",NA,NA,NA,4,0,4289396
"1608",2014-06-24,"Guinea","SIGUIRI",NA,NA,NA,1,0,4289396
"1609",2014-06-24,"Guinea","KINDIA",NA,NA,NA,1,0,4289396
"1610",2014-06-24,"Guinea","GUECKEDOU",NA,NA,NA,15,0,4289396
"1611",2014-06-24,"Guinea","BOFFA",NA,NA,NA,3,0,4289396
"1612",2014-06-24,"Guinea","TELIMELE",NA,NA,NA,1,0,4289396
"1613",2014-06-24,"Guinea","MACENTA",NA,NA,NA,1,0,4289396
"1614",2014-06-24,"Guinea","DABOLA",NA,NA,NA,1,0,4289396
"1615",2014-06-24,"Liberia","NIMBA",NA,NA,NA,2,0,426884
"1616",2014-06-24,"Liberia","MARGIBI",NA,NA,NA,1,0,426884
"1617",2014-06-24,"Liberia","MONTSERRADO",NA,NA,NA,5,0,426884
"1618",2014-06-24,"Liberia","LOFA",NA,NA,NA,21,0,426884
"1619",2014-06-24,"Sierra Leone","BO",NA,NA,NA,2,0,302883
"1620",2014-06-24,"Sierra Leone","MOYAMBA",NA,NA,NA,1,0,302883
"1621",2014-06-24,"Sierra Leone","KAILAHUN",NA,NA,NA,38,0,302883
"1622",2014-06-24,"Sierra Leone","FREETOWN",NA,NA,NA,1,0,302883
"1623",2014-06-24,"Sierra Leone","PORT LOKO",NA,NA,NA,1,0,302883
"1624",2014-06-24,"Sierra Leone","BOMBALI",NA,NA,NA,1,0,302883
"1625",2014-06-24,"Sierra Leone","KENEMA",NA,NA,NA,20,0,302883
"1626",2014-06-25,"Guinea","SIGUIRI",NA,NA,NA,1,0,4289396
"1627",2014-06-25,"Guinea","KOUROUSSA",NA,NA,NA,1,0,4289396
"1628",2014-06-25,"Guinea","CONAKRY",NA,NA,NA,4,0,4289396
"1629",2014-06-25,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,4289396
"1630",2014-06-25,"Guinea","GUECKEDOU",NA,NA,NA,15,0,4289396
"1631",2014-06-25,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,4289396
"1632",2014-06-25,"Guinea","KINDIA",NA,NA,NA,1,0,4289396
"1633",2014-06-25,"Guinea","TELIMELE",NA,NA,NA,1,0,4289396
"1634",2014-06-25,"Guinea","BOFFA",NA,NA,NA,3,0,4289396
"1635",2014-06-25,"Guinea","MACENTA",NA,NA,NA,1,0,4289396
"1636",2014-06-25,"Guinea","DABOLA",NA,NA,NA,1,0,4289396
"1637",2014-06-25,"Liberia","MARGIBI",NA,NA,NA,1,0,426884
"1638",2014-06-25,"Liberia","LOFA",NA,NA,NA,21,0,426884
"1639",2014-06-25,"Liberia","MONTSERRADO",NA,NA,NA,5,0,426884
"1640",2014-06-25,"Liberia","NIMBA",NA,NA,NA,2,0,426884
"1641",2014-06-25,"Sierra Leone","FREETOWN",NA,NA,NA,1,0,302883
"1642",2014-06-25,"Sierra Leone","BO",NA,NA,NA,2,0,302883
"1643",2014-06-25,"Sierra Leone","BOMBALI",NA,NA,NA,1,0,302883
"1644",2014-06-25,"Sierra Leone","MOYAMBA",NA,NA,NA,1,0,302883
"1645",2014-06-25,"Sierra Leone","KAILAHUN",NA,NA,NA,38,0,302883
"1646",2014-06-25,"Sierra Leone","PORT LOKO",NA,NA,NA,1,0,302883
"1647",2014-06-25,"Sierra Leone","KENEMA",NA,NA,NA,20,0,302883
"1648",2014-06-26,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,4289396
"1649",2014-06-26,"Guinea","GUECKEDOU",NA,NA,NA,15,0,4289396
"1650",2014-06-26,"Guinea","MACENTA",NA,NA,NA,1,0,4289396
"1651",2014-06-26,"Guinea","KOUROUSSA",NA,NA,NA,1,0,4289396
"1652",2014-06-26,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,4289396
"1653",2014-06-26,"Guinea","CONAKRY",NA,NA,NA,4,0,4289396
"1654",2014-06-26,"Guinea","SIGUIRI",NA,NA,NA,1,0,4289396
"1655",2014-06-26,"Guinea","TELIMELE",NA,NA,NA,1,0,4289396
"1656",2014-06-26,"Guinea","DABOLA",NA,NA,NA,1,0,4289396
"1657",2014-06-26,"Guinea","BOFFA",NA,NA,NA,3,0,4289396
"1658",2014-06-26,"Guinea","KINDIA",NA,NA,NA,1,0,4289396
"1659",2014-06-26,"Liberia","LOFA",NA,NA,NA,21,0,426884
"1660",2014-06-26,"Liberia","MONTSERRADO",NA,NA,NA,5,0,426884
"1661",2014-06-26,"Liberia","MARGIBI",NA,NA,NA,1,0,426884
"1662",2014-06-26,"Liberia","NIMBA",NA,NA,NA,2,0,426884
"1663",2014-06-26,"Sierra Leone","BOMBALI",NA,NA,NA,1,0,302883
"1664",2014-06-26,"Sierra Leone","MOYAMBA",NA,NA,NA,1,0,302883
"1665",2014-06-26,"Sierra Leone","KAILAHUN",NA,NA,NA,38,0,302883
"1666",2014-06-26,"Sierra Leone","KENEMA",NA,NA,NA,20,0,302883
"1667",2014-06-26,"Sierra Leone","PORT LOKO",NA,NA,NA,1,0,302883
"1668",2014-06-26,"Sierra Leone","BO",NA,NA,NA,2,0,302883
"1669",2014-06-26,"Sierra Leone","FREETOWN",NA,NA,NA,1,0,302883
"1670",2014-06-27,"Guinea","KOUROUSSA",NA,NA,NA,1,0,4289396
"1671",2014-06-27,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,4289396
"1672",2014-06-27,"Guinea","SIGUIRI",NA,NA,NA,1,0,4289396
"1673",2014-06-27,"Guinea","BOFFA",NA,NA,NA,3,0,4289396
"1674",2014-06-27,"Guinea","GUECKEDOU",NA,NA,NA,15,0,4289396
"1675",2014-06-27,"Guinea","DABOLA",NA,NA,NA,1,0,4289396
"1676",2014-06-27,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,4289396
"1677",2014-06-27,"Guinea","KINDIA",NA,NA,NA,1,0,4289396
"1678",2014-06-27,"Guinea","MACENTA",NA,NA,NA,1,0,4289396
"1679",2014-06-27,"Guinea","CONAKRY",NA,NA,NA,4,0,4289396
"1680",2014-06-27,"Guinea","TELIMELE",NA,NA,NA,1,0,4289396
"1681",2014-06-27,"Liberia","LOFA",NA,NA,NA,21,0,426884
"1682",2014-06-27,"Liberia","NIMBA",NA,NA,NA,2,0,426884
"1683",2014-06-27,"Liberia","MARGIBI",NA,NA,NA,1,0,426884
"1684",2014-06-27,"Liberia","MONTSERRADO",NA,NA,NA,5,0,426884
"1685",2014-06-27,"Sierra Leone","MOYAMBA",NA,NA,NA,1,0,302883
"1686",2014-06-27,"Sierra Leone","BOMBALI",NA,NA,NA,1,0,302883
"1687",2014-06-27,"Sierra Leone","PORT LOKO",NA,NA,NA,1,0,302883
"1688",2014-06-27,"Sierra Leone","BO",NA,NA,NA,2,0,302883
"1689",2014-06-27,"Sierra Leone","KAILAHUN",NA,NA,NA,38,0,302883
"1690",2014-06-27,"Sierra Leone","KENEMA",NA,NA,NA,20,0,302883
"1691",2014-06-27,"Sierra Leone","FREETOWN",NA,NA,NA,1,0,302883
"1692",2014-06-28,"Guinea","KINDIA",NA,NA,NA,1,0,4289396
"1693",2014-06-28,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,4289396
"1694",2014-06-28,"Guinea","SIGUIRI",NA,NA,NA,1,0,4289396
"1695",2014-06-28,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,4289396
"1696",2014-06-28,"Guinea","BOFFA",NA,NA,NA,3,0,4289396
"1697",2014-06-28,"Guinea","DABOLA",NA,NA,NA,1,0,4289396
"1698",2014-06-28,"Guinea","MACENTA",NA,NA,NA,1,0,4289396
"1699",2014-06-28,"Guinea","GUECKEDOU",NA,NA,NA,15,0,4289396
"1700",2014-06-28,"Guinea","CONAKRY",NA,NA,NA,4,0,4289396
"1701",2014-06-28,"Guinea","TELIMELE",NA,NA,NA,1,0,4289396
"1702",2014-06-28,"Guinea","KOUROUSSA",NA,NA,NA,1,0,4289396
"1703",2014-06-28,"Liberia","NIMBA",NA,NA,NA,2,0,426884
"1704",2014-06-28,"Liberia","LOFA",NA,NA,NA,21,0,426884
"1705",2014-06-28,"Liberia","MONTSERRADO",NA,NA,NA,5,0,426884
"1706",2014-06-28,"Liberia","MARGIBI",NA,NA,NA,1,0,426884
"1707",2014-06-28,"Sierra Leone","MOYAMBA",NA,NA,NA,1,0,302883
"1708",2014-06-28,"Sierra Leone","PORT LOKO",NA,NA,NA,1,0,302883
"1709",2014-06-28,"Sierra Leone","FREETOWN",NA,NA,NA,1,0,302883
"1710",2014-06-28,"Sierra Leone","BOMBALI",NA,NA,NA,1,0,302883
"1711",2014-06-28,"Sierra Leone","KENEMA",NA,NA,NA,20,0,302883
"1712",2014-06-28,"Sierra Leone","BO",NA,NA,NA,2,0,302883
"1713",2014-06-28,"Sierra Leone","KAILAHUN",NA,NA,NA,38,0,302883
"1714",2014-06-29,"Guinea","KOUROUSSA",NA,NA,NA,1,0,4289396
"1715",2014-06-29,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,4289396
"1716",2014-06-29,"Guinea","DABOLA",NA,NA,NA,1,0,4289396
"1717",2014-06-29,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,4289396
"1718",2014-06-29,"Guinea","KINDIA",NA,NA,NA,1,0,4289396
"1719",2014-06-29,"Guinea","SIGUIRI",NA,NA,NA,1,0,4289396
"1720",2014-06-29,"Guinea","BOFFA","CASES",2,"Patient database",2,0,4289396
"1721",2014-06-29,"Guinea","GUECKEDOU","CASES",17,"Patient database",17,0,4289396
"1722",2014-06-29,"Guinea","CONAKRY","CASES",5,"Patient database",5,0,4289396
"1723",2014-06-29,"Guinea","MACENTA",NA,NA,NA,1,0,4289396
"1724",2014-06-29,"Guinea","TELIMELE",NA,NA,NA,1,0,4289396
"1725",2014-06-29,"Liberia","BOMI","CASES",1,"Patient database",1,0,426884
"1726",2014-06-29,"Liberia","MONTSERRADO","CASES",11,"Patient database",11,0,426884
"1727",2014-06-29,"Liberia","MARGIBI","CASES",1,"Patient database",1,0,426884
"1728",2014-06-29,"Liberia","LOFA","CASES",14,"Patient database",14,0,426884
"1729",2014-06-29,"Liberia","NIMBA",NA,NA,NA,2,0,426884
"1730",2014-06-29,"Sierra Leone","BO",NA,NA,NA,2,0,302883
"1731",2014-06-29,"Sierra Leone","BOMBALI",NA,NA,NA,1,0,302883
"1732",2014-06-29,"Sierra Leone","PORT LOKO",NA,NA,NA,1,0,302883
"1733",2014-06-29,"Sierra Leone","MOYAMBA",NA,NA,NA,1,0,302883
"1734",2014-06-29,"Sierra Leone","KENEMA","CASES",16,"Patient database",16,0,302883
"1735",2014-06-29,"Sierra Leone","FREETOWN",NA,NA,NA,1,0,302883
"1736",2014-06-29,"Sierra Leone","KAILAHUN","CASES",34,"Patient database",34,0,302883
"1737",2014-06-30,"Guinea","KOUROUSSA",NA,NA,NA,1,135200,4424596
"1738",2014-06-30,"Guinea","BOFFA",NA,NA,NA,2,135200,4424596
"1739",2014-06-30,"Guinea","DABOLA",NA,NA,NA,1,135200,4424596
"1740",2014-06-30,"Guinea","TELIMELE",NA,NA,NA,1,135200,4424596
"1741",2014-06-30,"Guinea","CONAKRY",NA,NA,NA,5,135200,4424596
"1742",2014-06-30,"Guinea","GUECKEDOU",NA,NA,NA,17,135200,4424596
"1743",2014-06-30,"Guinea","KISSIDOUGO",NA,NA,NA,1,135200,4424596
"1744",2014-06-30,"Guinea","MACENTA",NA,NA,NA,1,135200,4424596
"1745",2014-06-30,"Guinea","DINGUIRAYE",NA,NA,NA,1,135200,4424596
"1746",2014-06-30,"Guinea","KINDIA",NA,NA,NA,1,135200,4424596
"1747",2014-06-30,"Guinea","SIGUIRI",NA,NA,NA,1,135200,4424596
"1748",2014-06-30,"Liberia","BOMI",NA,NA,NA,1,0,426884
"1749",2014-06-30,"Liberia","LOFA",NA,NA,NA,14,0,426884
"1750",2014-06-30,"Liberia","MONTSERRADO",NA,NA,NA,11,0,426884
"1751",2014-06-30,"Liberia","MARGIBI",NA,NA,NA,1,0,426884
"1752",2014-06-30,"Liberia","NIMBA",NA,NA,NA,2,0,426884
"1753",2014-06-30,"Sierra Leone","BOMBALI",NA,NA,NA,1,0,302883
"1754",2014-06-30,"Sierra Leone","PORT LOKO",NA,NA,NA,1,0,302883
"1755",2014-06-30,"Sierra Leone","KENEMA",NA,NA,NA,16,0,302883
"1756",2014-06-30,"Sierra Leone","MOYAMBA",NA,NA,NA,1,0,302883
"1757",2014-06-30,"Sierra Leone","BO",NA,NA,NA,2,0,302883
"1758",2014-06-30,"Sierra Leone","FREETOWN",NA,NA,NA,1,0,302883
"1759",2014-06-30,"Sierra Leone","KAILAHUN",NA,NA,NA,34,0,302883
"1760",2014-07-01,"Guinea","GUECKEDOU",NA,NA,NA,17,0,4424596
"1761",2014-07-01,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,4424596
"1762",2014-07-01,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,4424596
"1763",2014-07-01,"Guinea","KOUROUSSA",NA,NA,NA,1,0,4424596
"1764",2014-07-01,"Guinea","MACENTA",NA,NA,NA,1,0,4424596
"1765",2014-07-01,"Guinea","CONAKRY",NA,NA,NA,5,0,4424596
"1766",2014-07-01,"Guinea","BOFFA",NA,NA,NA,2,0,4424596
"1767",2014-07-01,"Guinea","TELIMELE",NA,NA,NA,1,0,4424596
"1768",2014-07-01,"Guinea","DABOLA",NA,NA,NA,1,0,4424596
"1769",2014-07-01,"Guinea","SIGUIRI",NA,NA,NA,1,0,4424596
"1770",2014-07-01,"Guinea","KINDIA",NA,NA,NA,1,0,4424596
"1771",2014-07-01,"Liberia","MARGIBI",NA,NA,NA,1,902000,1328884
"1772",2014-07-01,"Liberia","LOFA",NA,NA,NA,14,902000,1328884
"1773",2014-07-01,"Liberia","MONTSERRADO",NA,NA,NA,11,902000,1328884
"1774",2014-07-01,"Liberia","BOMI",NA,NA,NA,1,902000,1328884
"1775",2014-07-01,"Liberia","NIMBA",NA,NA,NA,2,902000,1328884
"1776",2014-07-01,"Sierra Leone","BOMBALI",NA,NA,NA,1,0,302883
"1777",2014-07-01,"Sierra Leone","MOYAMBA",NA,NA,NA,1,0,302883
"1778",2014-07-01,"Sierra Leone","KAILAHUN",NA,NA,NA,34,0,302883
"1779",2014-07-01,"Sierra Leone","PORT LOKO",NA,NA,NA,1,0,302883
"1780",2014-07-01,"Sierra Leone","KENEMA",NA,NA,NA,16,0,302883
"1781",2014-07-01,"Sierra Leone","FREETOWN",NA,NA,NA,1,0,302883
"1782",2014-07-01,"Sierra Leone","BO",NA,NA,NA,2,0,302883
"1783",2014-07-02,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,4424596
"1784",2014-07-02,"Guinea","GUECKEDOU",NA,NA,NA,17,0,4424596
"1785",2014-07-02,"Guinea","MACENTA",NA,NA,NA,1,0,4424596
"1786",2014-07-02,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,4424596
"1787",2014-07-02,"Guinea","SIGUIRI",NA,NA,NA,1,0,4424596
"1788",2014-07-02,"Guinea","BOFFA",NA,NA,NA,2,0,4424596
"1789",2014-07-02,"Guinea","DABOLA",NA,NA,NA,1,0,4424596
"1790",2014-07-02,"Guinea","TELIMELE",NA,NA,NA,1,0,4424596
"1791",2014-07-02,"Guinea","CONAKRY",NA,NA,NA,5,0,4424596
"1792",2014-07-02,"Guinea","KINDIA",NA,NA,NA,1,0,4424596
"1793",2014-07-02,"Guinea","KOUROUSSA",NA,NA,NA,1,0,4424596
"1794",2014-07-02,"Liberia","MONTSERRADO",NA,NA,NA,11,0,1328884
"1795",2014-07-02,"Liberia","NIMBA",NA,NA,NA,2,0,1328884
"1796",2014-07-02,"Liberia","BOMI",NA,NA,NA,1,0,1328884
"1797",2014-07-02,"Liberia","MARGIBI",NA,NA,NA,1,0,1328884
"1798",2014-07-02,"Liberia","LOFA",NA,NA,NA,14,0,1328884
"1799",2014-07-02,"Sierra Leone","BOMBALI",NA,NA,NA,1,49269,352152
"1800",2014-07-02,"Sierra Leone","MOYAMBA",NA,NA,NA,1,49269,352152
"1801",2014-07-02,"Sierra Leone","FREETOWN",NA,NA,NA,1,49269,352152
"1802",2014-07-02,"Sierra Leone","BO",NA,NA,NA,2,49269,352152
"1803",2014-07-02,"Sierra Leone","KAILAHUN",NA,NA,NA,34,49269,352152
"1804",2014-07-02,"Sierra Leone","KENEMA",NA,NA,NA,16,49269,352152
"1805",2014-07-02,"Sierra Leone","PORT LOKO",NA,NA,NA,1,49269,352152
"1806",2014-07-03,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,4424596
"1807",2014-07-03,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,4424596
"1808",2014-07-03,"Guinea","TELIMELE",NA,NA,NA,1,0,4424596
"1809",2014-07-03,"Guinea","MACENTA",NA,NA,NA,1,0,4424596
"1810",2014-07-03,"Guinea","KOUROUSSA",NA,NA,NA,1,0,4424596
"1811",2014-07-03,"Guinea","KINDIA",NA,NA,NA,1,0,4424596
"1812",2014-07-03,"Guinea","CONAKRY",NA,NA,NA,5,0,4424596
"1813",2014-07-03,"Guinea","DABOLA",NA,NA,NA,1,0,4424596
"1814",2014-07-03,"Guinea","GUECKEDOU",NA,NA,NA,17,0,4424596
"1815",2014-07-03,"Guinea","BOFFA",NA,NA,NA,2,0,4424596
"1816",2014-07-03,"Guinea","SIGUIRI",NA,NA,NA,1,0,4424596
"1817",2014-07-03,"Liberia","MONTSERRADO",NA,NA,NA,11,47610,1376494
"1818",2014-07-03,"Liberia","NIMBA",NA,NA,NA,2,47610,1376494
"1819",2014-07-03,"Liberia","LOFA",NA,NA,NA,14,47610,1376494
"1820",2014-07-03,"Liberia","MARGIBI",NA,NA,NA,1,47610,1376494
"1821",2014-07-03,"Liberia","BOMI",NA,NA,NA,1,47610,1376494
"1822",2014-07-03,"Sierra Leone","MOYAMBA",NA,NA,NA,1,0,352152
"1823",2014-07-03,"Sierra Leone","KAILAHUN",NA,NA,NA,34,0,352152
"1824",2014-07-03,"Sierra Leone","FREETOWN",NA,NA,NA,1,0,352152
"1825",2014-07-03,"Sierra Leone","PORT LOKO",NA,NA,NA,1,0,352152
"1826",2014-07-03,"Sierra Leone","BOMBALI",NA,NA,NA,1,0,352152
"1827",2014-07-03,"Sierra Leone","BO",NA,NA,NA,2,0,352152
"1828",2014-07-03,"Sierra Leone","KENEMA",NA,NA,NA,16,0,352152
"1829",2014-07-04,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,4424596
"1830",2014-07-04,"Guinea","MACENTA",NA,NA,NA,1,0,4424596
"1831",2014-07-04,"Guinea","KOUROUSSA",NA,NA,NA,1,0,4424596
"1832",2014-07-04,"Guinea","SIGUIRI",NA,NA,NA,1,0,4424596
"1833",2014-07-04,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,4424596
"1834",2014-07-04,"Guinea","GUECKEDOU",NA,NA,NA,17,0,4424596
"1835",2014-07-04,"Guinea","TELIMELE",NA,NA,NA,1,0,4424596
"1836",2014-07-04,"Guinea","DABOLA",NA,NA,NA,1,0,4424596
"1837",2014-07-04,"Guinea","BOFFA",NA,NA,NA,2,0,4424596
"1838",2014-07-04,"Guinea","KINDIA",NA,NA,NA,1,0,4424596
"1839",2014-07-04,"Guinea","CONAKRY",NA,NA,NA,5,0,4424596
"1840",2014-07-04,"Liberia","NIMBA",NA,NA,NA,2,0,1376494
"1841",2014-07-04,"Liberia","MONTSERRADO",NA,NA,NA,11,0,1376494
"1842",2014-07-04,"Liberia","MARGIBI",NA,NA,NA,1,0,1376494
"1843",2014-07-04,"Liberia","LOFA",NA,NA,NA,14,0,1376494
"1844",2014-07-04,"Liberia","BOMI",NA,NA,NA,1,0,1376494
"1845",2014-07-04,"Sierra Leone","KAILAHUN",NA,NA,NA,34,130674,482826
"1846",2014-07-04,"Sierra Leone","MOYAMBA",NA,NA,NA,1,130674,482826
"1847",2014-07-04,"Sierra Leone","PORT LOKO",NA,NA,NA,1,130674,482826
"1848",2014-07-04,"Sierra Leone","BOMBALI",NA,NA,NA,1,130674,482826
"1849",2014-07-04,"Sierra Leone","FREETOWN",NA,NA,NA,1,130674,482826
"1850",2014-07-04,"Sierra Leone","BO",NA,NA,NA,2,130674,482826
"1851",2014-07-04,"Sierra Leone","KENEMA",NA,NA,NA,16,130674,482826
"1852",2014-07-05,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,4424596
"1853",2014-07-05,"Guinea","CONAKRY",NA,NA,NA,5,0,4424596
"1854",2014-07-05,"Guinea","KOUROUSSA",NA,NA,NA,1,0,4424596
"1855",2014-07-05,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,4424596
"1856",2014-07-05,"Guinea","TELIMELE",NA,NA,NA,1,0,4424596
"1857",2014-07-05,"Guinea","MACENTA",NA,NA,NA,1,0,4424596
"1858",2014-07-05,"Guinea","KINDIA",NA,NA,NA,1,0,4424596
"1859",2014-07-05,"Guinea","BOFFA",NA,NA,NA,2,0,4424596
"1860",2014-07-05,"Guinea","SIGUIRI",NA,NA,NA,1,0,4424596
"1861",2014-07-05,"Guinea","DABOLA",NA,NA,NA,1,0,4424596
"1862",2014-07-05,"Guinea","GUECKEDOU",NA,NA,NA,17,0,4424596
"1863",2014-07-05,"Liberia","MONTSERRADO",NA,NA,NA,11,0,1376494
"1864",2014-07-05,"Liberia","BOMI",NA,NA,NA,1,0,1376494
"1865",2014-07-05,"Liberia","NIMBA",NA,NA,NA,2,0,1376494
"1866",2014-07-05,"Liberia","LOFA",NA,NA,NA,14,0,1376494
"1867",2014-07-05,"Liberia","MARGIBI",NA,NA,NA,1,0,1376494
"1868",2014-07-05,"Sierra Leone","KAILAHUN",NA,NA,NA,34,0,482826
"1869",2014-07-05,"Sierra Leone","PORT LOKO",NA,NA,NA,1,0,482826
"1870",2014-07-05,"Sierra Leone","FREETOWN",NA,NA,NA,1,0,482826
"1871",2014-07-05,"Sierra Leone","BO",NA,NA,NA,2,0,482826
"1872",2014-07-05,"Sierra Leone","BOMBALI",NA,NA,NA,1,0,482826
"1873",2014-07-05,"Sierra Leone","MOYAMBA",NA,NA,NA,1,0,482826
"1874",2014-07-05,"Sierra Leone","KENEMA",NA,NA,NA,16,0,482826
"1875",2014-07-06,"Guinea","CONAKRY","CASES",1,"Patient database",1,0,4424596
"1876",2014-07-06,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,4424596
"1877",2014-07-06,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,4424596
"1878",2014-07-06,"Guinea","DABOLA",NA,NA,NA,1,0,4424596
"1879",2014-07-06,"Guinea","KINDIA",NA,NA,NA,1,0,4424596
"1880",2014-07-06,"Guinea","SIGUIRI",NA,NA,NA,1,0,4424596
"1881",2014-07-06,"Guinea","MACENTA",NA,NA,NA,1,0,4424596
"1882",2014-07-06,"Guinea","KOUROUSSA",NA,NA,NA,1,0,4424596
"1883",2014-07-06,"Guinea","GUECKEDOU","CASES",3,"Patient database",3,0,4424596
"1884",2014-07-06,"Guinea","TELIMELE",NA,NA,NA,1,0,4424596
"1885",2014-07-06,"Guinea","BOFFA",NA,NA,NA,2,0,4424596
"1886",2014-07-06,"Liberia","MONTSERRADO","CASES",8,"Patient database",8,0,1376494
