"","Date","country","location","variable","value","dataSource","val.approx","USD_given","USD_interp"
"367",2014-03-30,"Guinea","GUECKEDOU","CASES",9,"Patient database",9,0,0
"368",2014-03-30,"Guinea","CONAKRY","CASES",10,"Patient database",10,0,0
"369",2014-03-30,"Guinea","DINGUIRAYE","CASES",1,"Patient database",1,0,0
"370",2014-03-30,"Liberia","LOFA",NA,NA,NA,1,0,0
"371",2014-03-30,"Liberia","MARGIBI","CASES",1,"Patient database",1,0,0
"372",2014-03-30,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"373",2014-03-31,"Guinea","CONAKRY",NA,NA,NA,10,0,0
"374",2014-03-31,"Guinea","GUECKEDOU",NA,NA,NA,9,0,0
"375",2014-03-31,"Guinea","DABOLA",NA,NA,NA,3,0,0
"376",2014-03-31,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,0
"377",2014-03-31,"Guinea","KOUROUSSA",NA,NA,NA,1,0,0
"378",2014-03-31,"Guinea","MACENTA",NA,NA,NA,5,0,0
"379",2014-03-31,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,0
"380",2014-03-31,"Liberia","LOFA",NA,NA,NA,1,0,0
"381",2014-03-31,"Liberia","MARGIBI",NA,NA,NA,1,0,0
"382",2014-03-31,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"383",2014-04-01,"Guinea","CONAKRY",NA,NA,NA,10,136054,136054
"384",2014-04-01,"Guinea","KISSIDOUGO",NA,NA,NA,1,136054,136054
"385",2014-04-01,"Guinea","DINGUIRAYE",NA,NA,NA,1,136054,136054
"386",2014-04-01,"Guinea","MACENTA",NA,NA,NA,5,136054,136054
"387",2014-04-01,"Guinea","GUECKEDOU",NA,NA,NA,9,136054,136054
"388",2014-04-01,"Guinea","KOUROUSSA",NA,NA,NA,1,136054,136054
"389",2014-04-01,"Guinea","DABOLA",NA,NA,NA,3,136054,136054
"390",2014-04-01,"Liberia","LOFA",NA,NA,NA,1,75000,75000
"391",2014-04-01,"Liberia","MARGIBI",NA,NA,NA,1,75000,75000
"392",2014-04-01,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"393",2014-04-02,"Guinea","KOUROUSSA",NA,NA,NA,1,275103,411157
"394",2014-04-02,"Guinea","CONAKRY",NA,NA,NA,10,275103,411157
"395",2014-04-02,"Guinea","GUECKEDOU",NA,NA,NA,9,275103,411157
"396",2014-04-02,"Guinea","MACENTA",NA,NA,NA,5,275103,411157
"397",2014-04-02,"Guinea","DINGUIRAYE",NA,NA,NA,1,275103,411157
"398",2014-04-02,"Guinea","DABOLA",NA,NA,NA,3,275103,411157
"399",2014-04-02,"Guinea","KISSIDOUGO",NA,NA,NA,1,275103,411157
"400",2014-04-02,"Liberia","LOFA",NA,NA,NA,1,0,75000
"401",2014-04-02,"Liberia","MARGIBI",NA,NA,NA,1,0,75000
"402",2014-04-02,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"403",2014-04-03,"Guinea","CONAKRY",NA,NA,NA,10,0,411157
"404",2014-04-03,"Guinea","MACENTA",NA,NA,NA,5,0,411157
"405",2014-04-03,"Guinea","KOUROUSSA",NA,NA,NA,1,0,411157
"406",2014-04-03,"Guinea","GUECKEDOU",NA,NA,NA,9,0,411157
"407",2014-04-03,"Guinea","DABOLA",NA,NA,NA,3,0,411157
"408",2014-04-03,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,411157
"409",2014-04-03,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,411157
"410",2014-04-03,"Liberia","LOFA",NA,NA,NA,1,0,75000
"411",2014-04-03,"Liberia","MARGIBI",NA,NA,NA,1,0,75000
"412",2014-04-03,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"413",2014-04-04,"Guinea","CONAKRY",NA,NA,NA,10,0,411157
"414",2014-04-04,"Guinea","GUECKEDOU",NA,NA,NA,9,0,411157
"415",2014-04-04,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,411157
"416",2014-04-04,"Guinea","MACENTA",NA,NA,NA,5,0,411157
"417",2014-04-04,"Guinea","KOUROUSSA",NA,NA,NA,1,0,411157
"418",2014-04-04,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,411157
"419",2014-04-04,"Guinea","DABOLA",NA,NA,NA,3,0,411157
"420",2014-04-04,"Liberia","LOFA",NA,NA,NA,1,0,75000
"421",2014-04-04,"Liberia","MARGIBI",NA,NA,NA,1,0,75000
"422",2014-04-04,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"423",2014-04-05,"Guinea","CONAKRY",NA,NA,NA,10,0,411157
"424",2014-04-05,"Guinea","GUECKEDOU",NA,NA,NA,9,0,411157
"425",2014-04-05,"Guinea","KOUROUSSA",NA,NA,NA,1,0,411157
"426",2014-04-05,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,411157
"427",2014-04-05,"Guinea","MACENTA",NA,NA,NA,5,0,411157
"428",2014-04-05,"Guinea","DABOLA",NA,NA,NA,3,0,411157
"429",2014-04-05,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,411157
"430",2014-04-05,"Liberia","LOFA",NA,NA,NA,1,0,75000
"431",2014-04-05,"Liberia","MARGIBI",NA,NA,NA,1,0,75000
"432",2014-04-05,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"433",2014-04-06,"Guinea","KOUROUSSA",NA,NA,NA,1,0,411157
"434",2014-04-06,"Guinea","KISSIDOUGO","CASES",1,"Patient database",1,0,411157
"435",2014-04-06,"Guinea","CONAKRY","CASES",12,"Patient database",12,0,411157
"436",2014-04-06,"Guinea","GUECKEDOU","CASES",12,"Patient database",12,0,411157
"437",2014-04-06,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,411157
"438",2014-04-06,"Guinea","DABOLA","CASES",1,"Patient database",1,0,411157
"439",2014-04-06,"Guinea","MACENTA","CASES",2,"Patient database",2,0,411157
"440",2014-04-06,"Guinea","SIGUIRI","CASES",1,"Patient database",1,0,411157
"441",2014-04-06,"Liberia","MARGIBI",NA,NA,NA,1,0,75000
"442",2014-04-06,"Liberia","LOFA","CASES",3,"Patient database",3,0,75000
"443",2014-04-06,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"444",2014-04-07,"Guinea","DINGUIRAYE",NA,NA,NA,1,523602,934759
"445",2014-04-07,"Guinea","KOUROUSSA",NA,NA,NA,1,523602,934759
"446",2014-04-07,"Guinea","KISSIDOUGO",NA,NA,NA,1,523602,934759
"447",2014-04-07,"Guinea","DABOLA",NA,NA,NA,1,523602,934759
"448",2014-04-07,"Guinea","GUECKEDOU",NA,NA,NA,12,523602,934759
"449",2014-04-07,"Guinea","CONAKRY",NA,NA,NA,12,523602,934759
"450",2014-04-07,"Guinea","SIGUIRI",NA,NA,NA,1,523602,934759
"451",2014-04-07,"Guinea","MACENTA",NA,NA,NA,2,523602,934759
"452",2014-04-07,"Liberia","LOFA",NA,NA,NA,3,0,75000
"453",2014-04-07,"Liberia","MARGIBI",NA,NA,NA,1,0,75000
"454",2014-04-07,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"455",2014-04-08,"Guinea","DINGUIRAYE",NA,NA,NA,1,68776,1003535
"456",2014-04-08,"Guinea","GUECKEDOU",NA,NA,NA,12,68776,1003535
"457",2014-04-08,"Guinea","KOUROUSSA",NA,NA,NA,1,68776,1003535
"458",2014-04-08,"Guinea","MACENTA",NA,NA,NA,2,68776,1003535
"459",2014-04-08,"Guinea","KISSIDOUGO",NA,NA,NA,1,68776,1003535
"460",2014-04-08,"Guinea","CONAKRY",NA,NA,NA,12,68776,1003535
"461",2014-04-08,"Guinea","SIGUIRI",NA,NA,NA,1,68776,1003535
"462",2014-04-08,"Guinea","DABOLA",NA,NA,NA,1,68776,1003535
"463",2014-04-08,"Liberia","MARGIBI",NA,NA,NA,1,83056,158056
"464",2014-04-08,"Liberia","LOFA",NA,NA,NA,3,83056,158056
"465",2014-04-08,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"466",2014-04-09,"Guinea","GUECKEDOU",NA,NA,NA,12,0,1003535
"467",2014-04-09,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,1003535
"468",2014-04-09,"Guinea","KOUROUSSA",NA,NA,NA,1,0,1003535
"469",2014-04-09,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,1003535
"470",2014-04-09,"Guinea","MACENTA",NA,NA,NA,2,0,1003535
"471",2014-04-09,"Guinea","CONAKRY",NA,NA,NA,12,0,1003535
"472",2014-04-09,"Guinea","DABOLA",NA,NA,NA,1,0,1003535
"473",2014-04-09,"Guinea","SIGUIRI",NA,NA,NA,1,0,1003535
"474",2014-04-09,"Liberia","LOFA",NA,NA,NA,3,0,158056
"475",2014-04-09,"Liberia","MARGIBI",NA,NA,NA,1,0,158056
"476",2014-04-09,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"477",2014-04-10,"Guinea","GUECKEDOU",NA,NA,NA,12,0,1003535
"478",2014-04-10,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,1003535
"479",2014-04-10,"Guinea","DABOLA",NA,NA,NA,1,0,1003535
"480",2014-04-10,"Guinea","CONAKRY",NA,NA,NA,12,0,1003535
"481",2014-04-10,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,1003535
"482",2014-04-10,"Guinea","SIGUIRI",NA,NA,NA,1,0,1003535
"483",2014-04-10,"Guinea","KOUROUSSA",NA,NA,NA,1,0,1003535
"484",2014-04-10,"Guinea","MACENTA",NA,NA,NA,2,0,1003535
"485",2014-04-10,"Liberia","LOFA",NA,NA,NA,3,72542,230598
"486",2014-04-10,"Liberia","MARGIBI",NA,NA,NA,1,72542,230598
"487",2014-04-10,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"488",2014-04-11,"Guinea","SIGUIRI",NA,NA,NA,1,0,1003535
"489",2014-04-11,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,1003535
"490",2014-04-11,"Guinea","MACENTA",NA,NA,NA,2,0,1003535
"491",2014-04-11,"Guinea","KOUROUSSA",NA,NA,NA,1,0,1003535
"492",2014-04-11,"Guinea","CONAKRY",NA,NA,NA,12,0,1003535
"493",2014-04-11,"Guinea","DABOLA",NA,NA,NA,1,0,1003535
"494",2014-04-11,"Guinea","GUECKEDOU",NA,NA,NA,12,0,1003535
"495",2014-04-11,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,1003535
"496",2014-04-11,"Liberia","LOFA",NA,NA,NA,3,1e+05,330598
"497",2014-04-11,"Liberia","MARGIBI",NA,NA,NA,1,1e+05,330598
"498",2014-04-11,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"499",2014-04-12,"Guinea","CONAKRY",NA,NA,NA,12,0,1003535
"500",2014-04-12,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,1003535
"501",2014-04-12,"Guinea","MACENTA",NA,NA,NA,2,0,1003535
"502",2014-04-12,"Guinea","KOUROUSSA",NA,NA,NA,1,0,1003535
"503",2014-04-12,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,1003535
"504",2014-04-12,"Guinea","GUECKEDOU",NA,NA,NA,12,0,1003535
"505",2014-04-12,"Guinea","DABOLA",NA,NA,NA,1,0,1003535
"506",2014-04-12,"Guinea","SIGUIRI",NA,NA,NA,1,0,1003535
"507",2014-04-12,"Liberia","LOFA",NA,NA,NA,3,0,330598
"508",2014-04-12,"Liberia","MARGIBI",NA,NA,NA,1,0,330598
"509",2014-04-12,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"510",2014-04-13,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,1003535
"511",2014-04-13,"Guinea","KOUROUSSA",NA,NA,NA,1,0,1003535
"512",2014-04-13,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,1003535
"513",2014-04-13,"Guinea","SIGUIRI",NA,NA,NA,1,0,1003535
"514",2014-04-13,"Guinea","CONAKRY","CASES",8,"Patient database",8,0,1003535
"515",2014-04-13,"Guinea","MACENTA",NA,NA,NA,2,0,1003535
"516",2014-04-13,"Guinea","DABOLA",NA,NA,NA,1,0,1003535
"517",2014-04-13,"Guinea","GUECKEDOU","CASES",19,"Patient database",19,0,1003535
"518",2014-04-13,"Liberia","MARGIBI",NA,NA,NA,1,0,330598
"519",2014-04-13,"Liberia","LOFA","CASES",1,"Patient database",1,0,330598
"520",2014-04-13,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"521",2014-04-14,"Guinea","MACENTA",NA,NA,NA,2,0,1003535
"522",2014-04-14,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,1003535
"523",2014-04-14,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,1003535
"524",2014-04-14,"Guinea","SIGUIRI",NA,NA,NA,1,0,1003535
"525",2014-04-14,"Guinea","CONAKRY",NA,NA,NA,8,0,1003535
"526",2014-04-14,"Guinea","KOUROUSSA",NA,NA,NA,1,0,1003535
"527",2014-04-14,"Guinea","DABOLA",NA,NA,NA,1,0,1003535
"528",2014-04-14,"Guinea","GUECKEDOU",NA,NA,NA,19,0,1003535
"529",2014-04-14,"Liberia","MARGIBI",NA,NA,NA,1,0,330598
"530",2014-04-14,"Liberia","LOFA",NA,NA,NA,1,0,330598
"531",2014-04-14,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"532",2014-04-15,"Guinea","SIGUIRI",NA,NA,NA,1,154058,1157593
"533",2014-04-15,"Guinea","KISSIDOUGO",NA,NA,NA,1,154058,1157593
"534",2014-04-15,"Guinea","GUECKEDOU",NA,NA,NA,19,154058,1157593
"535",2014-04-15,"Guinea","DABOLA",NA,NA,NA,1,154058,1157593
"536",2014-04-15,"Guinea","CONAKRY",NA,NA,NA,8,154058,1157593
"537",2014-04-15,"Guinea","DINGUIRAYE",NA,NA,NA,1,154058,1157593
"538",2014-04-15,"Guinea","MACENTA",NA,NA,NA,2,154058,1157593
"539",2014-04-15,"Guinea","KOUROUSSA",NA,NA,NA,1,154058,1157593
"540",2014-04-15,"Liberia","LOFA",NA,NA,NA,1,0,330598
"541",2014-04-15,"Liberia","MARGIBI",NA,NA,NA,1,0,330598
"542",2014-04-15,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"543",2014-04-16,"Guinea","SIGUIRI",NA,NA,NA,1,633484,1791077
"544",2014-04-16,"Guinea","DABOLA",NA,NA,NA,1,633484,1791077
"545",2014-04-16,"Guinea","GUECKEDOU",NA,NA,NA,19,633484,1791077
"546",2014-04-16,"Guinea","MACENTA",NA,NA,NA,2,633484,1791077
"547",2014-04-16,"Guinea","CONAKRY",NA,NA,NA,8,633484,1791077
"548",2014-04-16,"Guinea","KISSIDOUGO",NA,NA,NA,1,633484,1791077
"549",2014-04-16,"Guinea","DINGUIRAYE",NA,NA,NA,1,633484,1791077
"550",2014-04-16,"Guinea","KOUROUSSA",NA,NA,NA,1,633484,1791077
"551",2014-04-16,"Liberia","LOFA",NA,NA,NA,1,0,330598
"552",2014-04-16,"Liberia","MARGIBI",NA,NA,NA,1,0,330598
"553",2014-04-16,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"554",2014-04-17,"Guinea","CONAKRY",NA,NA,NA,8,0,1791077
"555",2014-04-17,"Guinea","GUECKEDOU",NA,NA,NA,19,0,1791077
"556",2014-04-17,"Guinea","SIGUIRI",NA,NA,NA,1,0,1791077
"557",2014-04-17,"Guinea","DABOLA",NA,NA,NA,1,0,1791077
"558",2014-04-17,"Guinea","MACENTA",NA,NA,NA,2,0,1791077
"559",2014-04-17,"Guinea","KOUROUSSA",NA,NA,NA,1,0,1791077
"560",2014-04-17,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,1791077
"561",2014-04-17,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,1791077
"562",2014-04-17,"Liberia","LOFA",NA,NA,NA,1,0,330598
"563",2014-04-17,"Liberia","MARGIBI",NA,NA,NA,1,0,330598
"564",2014-04-17,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"565",2014-04-18,"Guinea","GUECKEDOU",NA,NA,NA,19,0,1791077
"566",2014-04-18,"Guinea","CONAKRY",NA,NA,NA,8,0,1791077
"567",2014-04-18,"Guinea","MACENTA",NA,NA,NA,2,0,1791077
"568",2014-04-18,"Guinea","SIGUIRI",NA,NA,NA,1,0,1791077
"569",2014-04-18,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,1791077
"570",2014-04-18,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,1791077
"571",2014-04-18,"Guinea","KOUROUSSA",NA,NA,NA,1,0,1791077
"572",2014-04-18,"Guinea","DABOLA",NA,NA,NA,1,0,1791077
"573",2014-04-18,"Liberia","MARGIBI",NA,NA,NA,1,0,330598
"574",2014-04-18,"Liberia","LOFA",NA,NA,NA,1,0,330598
"575",2014-04-18,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"576",2014-04-19,"Guinea","MACENTA",NA,NA,NA,2,0,1791077
"577",2014-04-19,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,1791077
"578",2014-04-19,"Guinea","GUECKEDOU",NA,NA,NA,19,0,1791077
"579",2014-04-19,"Guinea","DABOLA",NA,NA,NA,1,0,1791077
"580",2014-04-19,"Guinea","SIGUIRI",NA,NA,NA,1,0,1791077
"581",2014-04-19,"Guinea","CONAKRY",NA,NA,NA,8,0,1791077
"582",2014-04-19,"Guinea","KOUROUSSA",NA,NA,NA,1,0,1791077
"583",2014-04-19,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,1791077
"584",2014-04-19,"Liberia","LOFA",NA,NA,NA,1,0,330598
"585",2014-04-19,"Liberia","MARGIBI",NA,NA,NA,1,0,330598
"586",2014-04-19,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"587",2014-04-20,"Guinea","GUECKEDOU","CASES",7,"Patient database",7,0,1791077
"588",2014-04-20,"Guinea","MACENTA",NA,NA,NA,2,0,1791077
"589",2014-04-20,"Guinea","CONAKRY","CASES",9,"Patient database",9,0,1791077
"590",2014-04-20,"Guinea","KOUROUSSA",NA,NA,NA,1,0,1791077
"591",2014-04-20,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,1791077
"592",2014-04-20,"Guinea","SIGUIRI",NA,NA,NA,1,0,1791077
"593",2014-04-20,"Guinea","DABOLA",NA,NA,NA,1,0,1791077
"594",2014-04-20,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,1791077
"595",2014-04-20,"Liberia","LOFA",NA,NA,NA,1,0,330598
"596",2014-04-20,"Liberia","MARGIBI","CASES",1,"Patient database",1,0,330598
"597",2014-04-20,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"598",2014-04-21,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,1791077
"599",2014-04-21,"Guinea","SIGUIRI",NA,NA,NA,1,0,1791077
"600",2014-04-21,"Guinea","CONAKRY",NA,NA,NA,9,0,1791077
"601",2014-04-21,"Guinea","GUECKEDOU",NA,NA,NA,7,0,1791077
"602",2014-04-21,"Guinea","MACENTA",NA,NA,NA,2,0,1791077
"603",2014-04-21,"Guinea","KOUROUSSA",NA,NA,NA,1,0,1791077
"604",2014-04-21,"Guinea","DABOLA",NA,NA,NA,1,0,1791077
"605",2014-04-21,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,1791077
"606",2014-04-21,"Liberia","MARGIBI",NA,NA,NA,1,0,330598
"607",2014-04-21,"Liberia","LOFA",NA,NA,NA,1,0,330598
"608",2014-04-21,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"609",2014-04-22,"Guinea","MACENTA",NA,NA,NA,2,0,1791077
"610",2014-04-22,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,1791077
"611",2014-04-22,"Guinea","DABOLA",NA,NA,NA,1,0,1791077
"612",2014-04-22,"Guinea","KOUROUSSA",NA,NA,NA,1,0,1791077
"613",2014-04-22,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,1791077
"614",2014-04-22,"Guinea","GUECKEDOU",NA,NA,NA,7,0,1791077
"615",2014-04-22,"Guinea","CONAKRY",NA,NA,NA,9,0,1791077
"616",2014-04-22,"Guinea","SIGUIRI",NA,NA,NA,1,0,1791077
"617",2014-04-22,"Liberia","LOFA",NA,NA,NA,1,0,330598
"618",2014-04-22,"Liberia","MARGIBI",NA,NA,NA,1,0,330598
"619",2014-04-22,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"620",2014-04-23,"Guinea","KOUROUSSA",NA,NA,NA,1,655051,2446128
"621",2014-04-23,"Guinea","KISSIDOUGO",NA,NA,NA,1,655051,2446128
"622",2014-04-23,"Guinea","SIGUIRI",NA,NA,NA,1,655051,2446128
"623",2014-04-23,"Guinea","CONAKRY",NA,NA,NA,9,655051,2446128
"624",2014-04-23,"Guinea","DINGUIRAYE",NA,NA,NA,1,655051,2446128
"625",2014-04-23,"Guinea","GUECKEDOU",NA,NA,NA,7,655051,2446128
"626",2014-04-23,"Guinea","DABOLA",NA,NA,NA,1,655051,2446128
"627",2014-04-23,"Guinea","MACENTA",NA,NA,NA,2,655051,2446128
"628",2014-04-23,"Liberia","LOFA",NA,NA,NA,1,0,330598
"629",2014-04-23,"Liberia","MARGIBI",NA,NA,NA,1,0,330598
"630",2014-04-23,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"631",2014-04-24,"Guinea","KOUROUSSA",NA,NA,NA,1,500960,2947088
"632",2014-04-24,"Guinea","MACENTA",NA,NA,NA,2,500960,2947088
"633",2014-04-24,"Guinea","DINGUIRAYE",NA,NA,NA,1,500960,2947088
"634",2014-04-24,"Guinea","CONAKRY",NA,NA,NA,9,500960,2947088
"635",2014-04-24,"Guinea","SIGUIRI",NA,NA,NA,1,500960,2947088
"636",2014-04-24,"Guinea","KISSIDOUGO",NA,NA,NA,1,500960,2947088
"637",2014-04-24,"Guinea","DABOLA",NA,NA,NA,1,500960,2947088
"638",2014-04-24,"Guinea","GUECKEDOU",NA,NA,NA,7,500960,2947088
"639",2014-04-24,"Liberia","LOFA",NA,NA,NA,1,0,330598
"640",2014-04-24,"Liberia","MARGIBI",NA,NA,NA,1,0,330598
"641",2014-04-24,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"642",2014-04-25,"Guinea","SIGUIRI",NA,NA,NA,1,505436,3452524
"643",2014-04-25,"Guinea","KISSIDOUGO",NA,NA,NA,1,505436,3452524
"644",2014-04-25,"Guinea","DINGUIRAYE",NA,NA,NA,1,505436,3452524
"645",2014-04-25,"Guinea","GUECKEDOU",NA,NA,NA,7,505436,3452524
"646",2014-04-25,"Guinea","MACENTA",NA,NA,NA,2,505436,3452524
"647",2014-04-25,"Guinea","KOUROUSSA",NA,NA,NA,1,505436,3452524
"648",2014-04-25,"Guinea","CONAKRY",NA,NA,NA,9,505436,3452524
"649",2014-04-25,"Guinea","DABOLA",NA,NA,NA,1,505436,3452524
"650",2014-04-25,"Liberia","MARGIBI",NA,NA,NA,1,0,330598
"651",2014-04-25,"Liberia","LOFA",NA,NA,NA,1,0,330598
"652",2014-04-25,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"653",2014-04-26,"Guinea","GUECKEDOU",NA,NA,NA,7,0,3452524
"654",2014-04-26,"Guinea","SIGUIRI",NA,NA,NA,1,0,3452524
"655",2014-04-26,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,3452524
"656",2014-04-26,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,3452524
"657",2014-04-26,"Guinea","KOUROUSSA",NA,NA,NA,1,0,3452524
"658",2014-04-26,"Guinea","DABOLA",NA,NA,NA,1,0,3452524
"659",2014-04-26,"Guinea","MACENTA",NA,NA,NA,2,0,3452524
"660",2014-04-26,"Guinea","CONAKRY",NA,NA,NA,9,0,3452524
"661",2014-04-26,"Liberia","MARGIBI",NA,NA,NA,1,0,330598
"662",2014-04-26,"Liberia","LOFA",NA,NA,NA,1,0,330598
"663",2014-04-26,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"664",2014-04-27,"Guinea","SIGUIRI",NA,NA,NA,1,0,3452524
"665",2014-04-27,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,3452524
"666",2014-04-27,"Guinea","CONAKRY","CASES",2,"Patient database",2,0,3452524
"667",2014-04-27,"Guinea","DABOLA",NA,NA,NA,1,0,3452524
"668",2014-04-27,"Guinea","GUECKEDOU","CASES",8,"Patient database",8,0,3452524
"669",2014-04-27,"Guinea","KOUROUSSA",NA,NA,NA,1,0,3452524
"670",2014-04-27,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,3452524
"671",2014-04-27,"Guinea","MACENTA",NA,NA,NA,2,0,3452524
"672",2014-04-27,"Liberia","MARGIBI",NA,NA,NA,1,0,330598
"673",2014-04-27,"Liberia","LOFA",NA,NA,NA,1,0,330598
"674",2014-04-27,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"675",2014-04-28,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,3452524
"676",2014-04-28,"Guinea","CONAKRY",NA,NA,NA,2,0,3452524
"677",2014-04-28,"Guinea","GUECKEDOU",NA,NA,NA,8,0,3452524
"678",2014-04-28,"Guinea","DABOLA",NA,NA,NA,1,0,3452524
"679",2014-04-28,"Guinea","KOUROUSSA",NA,NA,NA,1,0,3452524
"680",2014-04-28,"Guinea","MACENTA",NA,NA,NA,2,0,3452524
"681",2014-04-28,"Guinea","SIGUIRI",NA,NA,NA,1,0,3452524
"682",2014-04-28,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,3452524
"683",2014-04-28,"Liberia","MARGIBI",NA,NA,NA,1,0,330598
"684",2014-04-28,"Liberia","LOFA",NA,NA,NA,1,0,330598
"685",2014-04-28,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"686",2014-04-29,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,3452524
"687",2014-04-29,"Guinea","GUECKEDOU",NA,NA,NA,8,0,3452524
"688",2014-04-29,"Guinea","CONAKRY",NA,NA,NA,2,0,3452524
"689",2014-04-29,"Guinea","DABOLA",NA,NA,NA,1,0,3452524
"690",2014-04-29,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,3452524
"691",2014-04-29,"Guinea","MACENTA",NA,NA,NA,2,0,3452524
"692",2014-04-29,"Guinea","SIGUIRI",NA,NA,NA,1,0,3452524
"693",2014-04-29,"Guinea","KOUROUSSA",NA,NA,NA,1,0,3452524
"694",2014-04-29,"Liberia","LOFA",NA,NA,NA,1,0,330598
"695",2014-04-29,"Liberia","MARGIBI",NA,NA,NA,1,0,330598
"696",2014-04-29,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"697",2014-04-30,"Guinea","DINGUIRAYE",NA,NA,NA,1,1e+05,3552524
"698",2014-04-30,"Guinea","KOUROUSSA",NA,NA,NA,1,1e+05,3552524
"699",2014-04-30,"Guinea","KISSIDOUGO",NA,NA,NA,1,1e+05,3552524
"700",2014-04-30,"Guinea","MACENTA",NA,NA,NA,2,1e+05,3552524
"701",2014-04-30,"Guinea","DABOLA",NA,NA,NA,1,1e+05,3552524
"702",2014-04-30,"Guinea","CONAKRY",NA,NA,NA,2,1e+05,3552524
"703",2014-04-30,"Guinea","GUECKEDOU",NA,NA,NA,8,1e+05,3552524
"704",2014-04-30,"Guinea","SIGUIRI",NA,NA,NA,1,1e+05,3552524
"705",2014-04-30,"Liberia","LOFA",NA,NA,NA,1,0,330598
"706",2014-04-30,"Liberia","MARGIBI",NA,NA,NA,1,0,330598
"707",2014-04-30,"Sierra Leone",NA,NA,NA,NA,NA,0,0
"708",2014-05-01,"Guinea","CONAKRY",NA,NA,NA,2,0,3552524
"709",2014-05-01,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,3552524
"710",2014-05-01,"Guinea","DABOLA",NA,NA,NA,1,0,3552524
